"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-3", "1158", "RW_Semaphore.java:66", "Line Step", " file=RW_Semaphore.java, line=66"
"Thread-4", "1159", "RW_Semaphore.java:134", "Field Write", " context=Database:1, ww=3"
"Thread-3", "1160", "RW_Semaphore.java:66", "Variable Write", " context=Writer:4#run:4, i=1"
"Thread-3", "1161", "RW_Semaphore.java:67", "Line Step", " file=RW_Semaphore.java, line=67"
"Thread-4", "1162", "RW_Semaphore.java:135", "Line Step", " file=RW_Semaphore.java, line=135"
"Thread-3", "1163", "RW_Semaphore.java:67", "Field Read", " context=Writer:4, d"
"Thread-4", "1164", "RW_Semaphore.java:127", "Line Step", " file=RW_Semaphore.java, line=127"
"Thread-3", "1165", "RW_Semaphore.java:67", "Method Call", " caller=Writer:4#run:4, target=Database:1#request_write:9"
"Thread-3", "1166", "RW_Semaphore.java:124", "Method Entered", " "
"Thread-3", "1167", "RW_Semaphore.java:125", "Line Step", " file=RW_Semaphore.java, line=125"
"Thread-4", "1168", "RW_Semaphore.java:127", "Field Read", " context=Database:1, r"
"Thread-3", "1169", "RW_Semaphore.java:125", "Field Read", " context=Database:1, s1"
"Thread-4", "1170", "RW_Semaphore.java:127", "Field Read", " context=Database:1, w"
"Thread-4", "1171", "RW_Semaphore.java:140", "Line Step", " file=RW_Semaphore.java, line=140"
"Thread-4", "1172", "RW_Semaphore.java:140", "Field Write", " context=Database:1, w=1"
"Thread-4", "1173", "RW_Semaphore.java:141", "Line Step", " file=RW_Semaphore.java, line=141"
"Thread-4", "1174", "RW_Semaphore.java:141", "Field Read", " context=Database:1, s1"
"Thread-4", "1175", "RW_Semaphore.java:144", "Line Step", " file=RW_Semaphore.java, line=144"
"Thread-0", "1176", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-4", "1177", "RW_Semaphore.java:144", "Method Exit", " returner=Database:1#request_write:5, value=<void>"
"Thread-0", "1178", "RW_Semaphore.java:134", "Field Read", " context=Database:1, ww"
"Thread-4", "1179", "RW_Semaphore.java:67", "Method Returned", " "
"Thread-4", "1180", "RW_Semaphore.java:68", "Line Step", " file=RW_Semaphore.java, line=68"
"Thread-0", "1181", "RW_Semaphore.java:134", "Field Write", " context=Database:1, ww=2"
"Thread-4", "1182", "RW_Semaphore.java:68", "Field Read", " context=Writer:5, d"
"Thread-0", "1183", "RW_Semaphore.java:135", "Line Step", " file=RW_Semaphore.java, line=135"
"Thread-4", "1184", "RW_Semaphore.java:68", "Field Read", " context=Writer:5, x"
"Thread-0", "1185", "RW_Semaphore.java:127", "Line Step", " file=RW_Semaphore.java, line=127"
"Thread-4", "1186", "RW_Semaphore.java:68", "Method Call", " caller=Writer:5#run:5, target=Database:1#write:5"
"Thread-4", "1187", "RW_Semaphore.java:165", "Method Entered", " "
"Thread-4", "1188", "RW_Semaphore.java:165", "Variable Write", " context=Database:1#write:5, x=10000"
"Thread-4", "1189", "RW_Semaphore.java:166", "Line Step", " file=RW_Semaphore.java, line=166"
"Thread-0", "1190", "RW_Semaphore.java:127", "Field Read", " context=Database:1, r"
"Thread-4", "1191", "RW_Semaphore.java:166", "Field Read", " context=Database:1, data"
"Thread-0", "1192", "RW_Semaphore.java:127", "Field Read", " context=Database:1, w"
"Thread-4", "1193", "RW_Semaphore.java:166", "Field Write", " context=Database:1, data=11111"
"Thread-0", "1194", "RW_Semaphore.java:130", "Line Step", " file=RW_Semaphore.java, line=130"
"Thread-4", "1195", "RW_Semaphore.java:167", "Line Step", " file=RW_Semaphore.java, line=167"
"Thread-0", "1196", "RW_Semaphore.java:130", "Field Read", " context=Database:1, ww"
"Thread-4", "1197", "RW_Semaphore.java:167", "Method Exit", " returner=Database:1#write:5, value=<void>"
"Thread-0", "1198", "RW_Semaphore.java:130", "Field Write", " context=Database:1, ww=3"
"Thread-4", "1199", "RW_Semaphore.java:68", "Method Returned", " "
"Thread-4", "1200", "RW_Semaphore.java:70", "Line Step", " file=RW_Semaphore.java, line=70"
"Thread-0", "1201", "RW_Semaphore.java:131", "Line Step", " file=RW_Semaphore.java, line=131"
"Thread-0", "1202", "RW_Semaphore.java:131", "Field Read", " context=Database:1, s1"
"Thread-0", "1203", "RW_Semaphore.java:132", "Line Step", " file=RW_Semaphore.java, line=132"
"Thread-1", "1204", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-0", "1205", "RW_Semaphore.java:132", "Field Read", " context=Database:1, s3"
"Thread-1", "1206", "RW_Semaphore.java:134", "Field Read", " context=Database:1, ww"
"Thread-1", "1207", "RW_Semaphore.java:134", "Field Write", " context=Database:1, ww=2"
"Thread-1", "1208", "RW_Semaphore.java:135", "Line Step", " file=RW_Semaphore.java, line=135"
"Thread-1", "1209", "RW_Semaphore.java:127", "Line Step", " file=RW_Semaphore.java, line=127"
"Thread-1", "1210", "RW_Semaphore.java:127", "Field Read", " context=Database:1, r"
"Thread-1", "1211", "RW_Semaphore.java:127", "Field Read", " context=Database:1, w"
"Thread-1", "1212", "RW_Semaphore.java:130", "Line Step", " file=RW_Semaphore.java, line=130"
"Thread-1", "1213", "RW_Semaphore.java:130", "Field Read", " context=Database:1, ww"
"Thread-1", "1214", "RW_Semaphore.java:130", "Field Write", " context=Database:1, ww=3"
"Thread-1", "1215", "RW_Semaphore.java:131", "Line Step", " file=RW_Semaphore.java, line=131"
"Thread-1", "1216", "RW_Semaphore.java:131", "Field Read", " context=Database:1, s1"
"Thread-1", "1217", "RW_Semaphore.java:132", "Line Step", " file=RW_Semaphore.java, line=132"
"Thread-2", "1218", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-1", "1219", "RW_Semaphore.java:132", "Field Read", " context=Database:1, s3"
"Thread-2", "1220", "RW_Semaphore.java:134", "Field Read", " context=Database:1, ww"
"Thread-2", "1221", "RW_Semaphore.java:134", "Field Write", " context=Database:1, ww=2"
"Thread-2", "1222", "RW_Semaphore.java:135", "Line Step", " file=RW_Semaphore.java, line=135"
"Thread-2", "1223", "RW_Semaphore.java:127", "Line Step", " file=RW_Semaphore.java, line=127"
"Thread-2", "1224", "RW_Semaphore.java:127", "Field Read", " context=Database:1, r"
"Thread-2", "1225", "RW_Semaphore.java:127", "Field Read", " context=Database:1, w"
"Thread-2", "1226", "RW_Semaphore.java:130", "Line Step", " file=RW_Semaphore.java, line=130"
"Thread-2", "1227", "RW_Semaphore.java:130", "Field Read", " context=Database:1, ww"
"Thread-2", "1228", "RW_Semaphore.java:130", "Field Write", " context=Database:1, ww=3"
"Thread-4", "1229", "RW_Semaphore.java:71", "Line Step", " file=RW_Semaphore.java, line=71"
"Thread-2", "1230", "RW_Semaphore.java:131", "Line Step", " file=RW_Semaphore.java, line=131"
"Thread-4", "1231", "RW_Semaphore.java:73", "Line Step", " file=RW_Semaphore.java, line=73"
"Thread-2", "1232", "RW_Semaphore.java:131", "Field Read", " context=Database:1, s1"
"Thread-4", "1233", "RW_Semaphore.java:73", "Field Read", " context=Writer:5, d"
"Thread-2", "1234", "RW_Semaphore.java:132", "Line Step", " file=RW_Semaphore.java, line=132"
"Thread-5", "1235", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-4", "1236", "RW_Semaphore.java:73", "Method Call", " caller=Writer:5#run:5, target=Database:1#done_write:5"
"Thread-4", "1237", "RW_Semaphore.java:146", "Method Entered", " "
"Thread-4", "1238", "RW_Semaphore.java:149", "Line Step", " file=RW_Semaphore.java, line=149"
"Thread-2", "1239", "RW_Semaphore.java:132", "Field Read", " context=Database:1, s3"
"Thread-5", "1240", "RW_Semaphore.java:101", "Field Read", " context=Database:1, wr"
"Thread-4", "1241", "RW_Semaphore.java:149", "Field Read", " context=Database:1, s1"
"Thread-5", "1242", "RW_Semaphore.java:101", "Field Write", " context=Database:1, wr=4"
"Thread-5", "1243", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-5", "1244", "RW_Semaphore.java:94", "Line Step", " file=RW_Semaphore.java, line=94"
"Thread-5", "1245", "RW_Semaphore.java:94", "Field Read", " context=Database:1, w"
"Thread-5", "1246", "RW_Semaphore.java:97", "Line Step", " file=RW_Semaphore.java, line=97"
"Thread-5", "1247", "RW_Semaphore.java:97", "Field Read", " context=Database:1, wr"
"Thread-5", "1248", "RW_Semaphore.java:97", "Field Write", " context=Database:1, wr=5"
"Thread-5", "1249", "RW_Semaphore.java:98", "Line Step", " file=RW_Semaphore.java, line=98"
"Thread-5", "1250", "RW_Semaphore.java:98", "Field Read", " context=Database:1, s1"
"Thread-5", "1251", "RW_Semaphore.java:99", "Line Step", " file=RW_Semaphore.java, line=99"
"Thread-6", "1252", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-5", "1253", "RW_Semaphore.java:99", "Field Read", " context=Database:1, s2"
"Thread-6", "1254", "RW_Semaphore.java:101", "Field Read", " context=Database:1, wr"
"Thread-6", "1255", "RW_Semaphore.java:101", "Field Write", " context=Database:1, wr=4"
"Thread-6", "1256", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-6", "1257", "RW_Semaphore.java:94", "Line Step", " file=RW_Semaphore.java, line=94"
"Thread-6", "1258", "RW_Semaphore.java:94", "Field Read", " context=Database:1, w"
"Thread-6", "1259", "RW_Semaphore.java:97", "Line Step", " file=RW_Semaphore.java, line=97"
"Thread-6", "1260", "RW_Semaphore.java:97", "Field Read", " context=Database:1, wr"
"Thread-6", "1261", "RW_Semaphore.java:97", "Field Write", " context=Database:1, wr=5"
"Thread-6", "1262", "RW_Semaphore.java:98", "Line Step", " file=RW_Semaphore.java, line=98"
"Thread-6", "1263", "RW_Semaphore.java:98", "Field Read", " context=Database:1, s1"
"Thread-6", "1264", "RW_Semaphore.java:99", "Line Step", " file=RW_Semaphore.java, line=99"
"Thread-7", "1265", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-6", "1266", "RW_Semaphore.java:99", "Field Read", " context=Database:1, s2"
"Thread-7", "1267", "RW_Semaphore.java:101", "Field Read", " context=Database:1, wr"
"Thread-7", "1268", "RW_Semaphore.java:101", "Field Write", " context=Database:1, wr=4"
"Thread-7", "1269", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-7", "1270", "RW_Semaphore.java:94", "Line Step", " file=RW_Semaphore.java, line=94"
"Thread-7", "1271", "RW_Semaphore.java:94", "Field Read", " context=Database:1, w"
"Thread-7", "1272", "RW_Semaphore.java:97", "Line Step", " file=RW_Semaphore.java, line=97"
"Thread-7", "1273", "RW_Semaphore.java:97", "Field Read", " context=Database:1, wr"
"Thread-7", "1274", "RW_Semaphore.java:97", "Field Write", " context=Database:1, wr=5"
"Thread-7", "1275", "RW_Semaphore.java:98", "Line Step", " file=RW_Semaphore.java, line=98"
"Thread-7", "1276", "RW_Semaphore.java:98", "Field Read", " context=Database:1, s1"
"Thread-7", "1277", "RW_Semaphore.java:99", "Line Step", " file=RW_Semaphore.java, line=99"
"Thread-8", "1278", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-7", "1279", "RW_Semaphore.java:99", "Field Read", " context=Database:1, s2"
"Thread-8", "1280", "RW_Semaphore.java:101", "Field Read", " context=Database:1, wr"
"Thread-8", "1281", "RW_Semaphore.java:101", "Field Write", " context=Database:1, wr=4"
"Thread-8", "1282", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-8", "1283", "RW_Semaphore.java:94", "Line Step", " file=RW_Semaphore.java, line=94"
"Thread-8", "1284", "RW_Semaphore.java:94", "Field Read", " context=Database:1, w"
"Thread-8", "1285", "RW_Semaphore.java:97", "Line Step", " file=RW_Semaphore.java, line=97"
"Thread-8", "1286", "RW_Semaphore.java:97", "Field Read", " context=Database:1, wr"
"Thread-8", "1287", "RW_Semaphore.java:97", "Field Write", " context=Database:1, wr=5"
"Thread-8", "1288", "RW_Semaphore.java:98", "Line Step", " file=RW_Semaphore.java, line=98"
"Thread-8", "1289", "RW_Semaphore.java:98", "Field Read", " context=Database:1, s1"
"Thread-8", "1290", "RW_Semaphore.java:99", "Line Step", " file=RW_Semaphore.java, line=99"
"Thread-9", "1291", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-8", "1292", "RW_Semaphore.java:99", "Field Read", " context=Database:1, s2"
"Thread-9", "1293", "RW_Semaphore.java:101", "Field Read", " context=Database:1, wr"
"Thread-9", "1294", "RW_Semaphore.java:101", "Field Write", " context=Database:1, wr=4"
"Thread-9", "1295", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-9", "1296", "RW_Semaphore.java:94", "Line Step", " file=RW_Semaphore.java, line=94"
"Thread-9", "1297", "RW_Semaphore.java:94", "Field Read", " context=Database:1, w"
"Thread-9", "1298", "RW_Semaphore.java:97", "Line Step", " file=RW_Semaphore.java, line=97"
"Thread-9", "1299", "RW_Semaphore.java:97", "Field Read", " context=Database:1, wr"
"Thread-9", "1300", "RW_Semaphore.java:97", "Field Write", " context=Database:1, wr=5"
"Thread-9", "1301", "RW_Semaphore.java:98", "Line Step", " file=RW_Semaphore.java, line=98"
"Thread-9", "1302", "RW_Semaphore.java:98", "Field Read", " context=Database:1, s1"
"Thread-9", "1303", "RW_Semaphore.java:99", "Line Step", " file=RW_Semaphore.java, line=99"
"Thread-3", "1304", "RW_Semaphore.java:127", "Line Step", " file=RW_Semaphore.java, line=127"
"Thread-9", "1305", "RW_Semaphore.java:99", "Field Read", " context=Database:1, s2"
"Thread-3", "1306", "RW_Semaphore.java:127", "Field Read", " context=Database:1, r"
"Thread-3", "1307", "RW_Semaphore.java:127", "Field Read", " context=Database:1, w"
"Thread-3", "1308", "RW_Semaphore.java:130", "Line Step", " file=RW_Semaphore.java, line=130"
"Thread-3", "1309", "RW_Semaphore.java:130", "Field Read", " context=Database:1, ww"
"Thread-3", "1310", "RW_Semaphore.java:130", "Field Write", " context=Database:1, ww=4"
"Thread-3", "1311", "RW_Semaphore.java:131", "Line Step", " file=RW_Semaphore.java, line=131"
"Thread-3", "1312", "RW_Semaphore.java:131", "Field Read", " context=Database:1, s1"
"Thread-3", "1313", "RW_Semaphore.java:132", "Line Step", " file=RW_Semaphore.java, line=132"
"Thread-4", "1314", "RW_Semaphore.java:151", "Line Step", " file=RW_Semaphore.java, line=151"
"Thread-3", "1315", "RW_Semaphore.java:132", "Field Read", " context=Database:1, s3"
"Thread-4", "1316", "RW_Semaphore.java:151", "Field Write", " context=Database:1, w=0"
"Thread-4", "1317", "RW_Semaphore.java:152", "Line Step", " file=RW_Semaphore.java, line=152"
"Thread-4", "1318", "RW_Semaphore.java:152", "Field Read", " context=Database:1, s3"
"Thread-4", "1319", "RW_Semaphore.java:153", "Line Step", " file=RW_Semaphore.java, line=153"
"Thread-4", "1320", "RW_Semaphore.java:153", "Field Read", " context=Database:1, s3"
"Thread-4", "1321", "RW_Semaphore.java:152", "Line Step", " file=RW_Semaphore.java, line=152"
"Thread-0", "1322", "RW_Semaphore.java:133", "Line Step", " file=RW_Semaphore.java, line=133"
"Thread-4", "1323", "RW_Semaphore.java:152", "Field Read", " context=Database:1, s3"
"Thread-0", "1324", "RW_Semaphore.java:133", "Field Read", " context=Database:1, s1"
"Thread-4", "1325", "RW_Semaphore.java:153", "Line Step", " file=RW_Semaphore.java, line=153"
"Thread-4", "1326", "RW_Semaphore.java:153", "Field Read", " context=Database:1, s3"
"Thread-4", "1327", "RW_Semaphore.java:152", "Line Step", " file=RW_Semaphore.java, line=152"
"Thread-1", "1328", "RW_Semaphore.java:133", "Line Step", " file=RW_Semaphore.java, line=133"
"Thread-4", "1329", "RW_Semaphore.java:152", "Field Read", " context=Database:1, s3"
"Thread-1", "1330", "RW_Semaphore.java:133", "Field Read", " context=Database:1, s1"
"Thread-4", "1331", "RW_Semaphore.java:153", "Line Step", " file=RW_Semaphore.java, line=153"
"Thread-4", "1332", "RW_Semaphore.java:153", "Field Read", " context=Database:1, s3"
"Thread-4", "1333", "RW_Semaphore.java:152", "Line Step", " file=RW_Semaphore.java, line=152"
"Thread-2", "1334", "RW_Semaphore.java:133", "Line Step", " file=RW_Semaphore.java, line=133"
"Thread-4", "1335", "RW_Semaphore.java:152", "Field Read", " context=Database:1, s3"
"Thread-2", "1336", "RW_Semaphore.java:133", "Field Read", " context=Database:1, s1"
"Thread-4", "1337", "RW_Semaphore.java:153", "Line Step", " file=RW_Semaphore.java, line=153"
"Thread-4", "1338", "RW_Semaphore.java:153", "Field Read", " context=Database:1, s3"
"Thread-4", "1339", "RW_Semaphore.java:152", "Line Step", " file=RW_Semaphore.java, line=152"
"Thread-3", "1340", "RW_Semaphore.java:133", "Line Step", " file=RW_Semaphore.java, line=133"
"Thread-4", "1341", "RW_Semaphore.java:152", "Field Read", " context=Database:1, s3"
"Thread-3", "1342", "RW_Semaphore.java:133", "Field Read", " context=Database:1, s1"
"Thread-4", "1343", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-4", "1344", "RW_Semaphore.java:155", "Field Read", " context=Database:1, s2"
"Thread-4", "1345", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-4", "1346", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s2"
"Thread-4", "1347", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-5", "1348", "RW_Semaphore.java:100", "Line Step", " file=RW_Semaphore.java, line=100"
"Thread-4", "1349", "RW_Semaphore.java:155", "Field Read", " context=Database:1, s2"
"Thread-5", "1350", "RW_Semaphore.java:100", "Field Read", " context=Database:1, s1"
"Thread-4", "1351", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-4", "1352", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s2"
"Thread-4", "1353", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-6", "1354", "RW_Semaphore.java:100", "Line Step", " file=RW_Semaphore.java, line=100"
"Thread-4", "1355", "RW_Semaphore.java:155", "Field Read", " context=Database:1, s2"
"Thread-6", "1356", "RW_Semaphore.java:100", "Field Read", " context=Database:1, s1"
"Thread-4", "1357", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-4", "1358", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s2"
"Thread-4", "1359", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-7", "1360", "RW_Semaphore.java:100", "Line Step", " file=RW_Semaphore.java, line=100"
"Thread-4", "1361", "RW_Semaphore.java:155", "Field Read", " context=Database:1, s2"
"Thread-7", "1362", "RW_Semaphore.java:100", "Field Read", " context=Database:1, s1"
"Thread-4", "1363", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-4", "1364", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s2"
"Thread-4", "1365", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-8", "1366", "RW_Semaphore.java:100", "Line Step", " file=RW_Semaphore.java, line=100"
"Thread-4", "1367", "RW_Semaphore.java:155", "Field Read", " context=Database:1, s2"
"Thread-8", "1368", "RW_Semaphore.java:100", "Field Read", " context=Database:1, s1"
"Thread-4", "1369", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-4", "1370", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s2"
"Thread-4", "1371", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-9", "1372", "RW_Semaphore.java:100", "Line Step", " file=RW_Semaphore.java, line=100"
"Thread-4", "1373", "RW_Semaphore.java:155", "Field Read", " context=Database:1, s2"
"Thread-9", "1374", "RW_Semaphore.java:100", "Field Read", " context=Database:1, s1"
"Thread-4", "1375", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-4", "1376", "RW_Semaphore.java:158", "Field Read", " context=Database:1, s1"
"Thread-4", "1377", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-0", "1378", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-4", "1379", "RW_Semaphore.java:159", "Method Exit", " returner=Database:1#done_write:5, value=<void>"
"Thread-0", "1380", "RW_Semaphore.java:134", "Field Read", " context=Database:1, ww"
"Thread-4", "1381", "RW_Semaphore.java:73", "Method Returned", " "
"Thread-4", "1382", "RW_Semaphore.java:66", "Line Step", " file=RW_Semaphore.java, line=66"
"Thread-0", "1383", "RW_Semaphore.java:134", "Field Write", " context=Database:1, ww=3"
"Thread-4", "1384", "RW_Semaphore.java:66", "Variable Write", " context=Writer:5#run:5, i=1"
"Thread-4", "1385", "RW_Semaphore.java:67", "Line Step", " file=RW_Semaphore.java, line=67"
"Thread-0", "1386", "RW_Semaphore.java:135", "Line Step", " file=RW_Semaphore.java, line=135"
"Thread-4", "1387", "RW_Semaphore.java:67", "Field Read", " context=Writer:5, d"
"Thread-0", "1388", "RW_Semaphore.java:127", "Line Step", " file=RW_Semaphore.java, line=127"
"Thread-4", "1389", "RW_Semaphore.java:67", "Method Call", " caller=Writer:5#run:5, target=Database:1#request_write:10"
"Thread-4", "1390", "RW_Semaphore.java:124", "Method Entered", " "
"Thread-4", "1391", "RW_Semaphore.java:125", "Line Step", " file=RW_Semaphore.java, line=125"
"Thread-0", "1392", "RW_Semaphore.java:127", "Field Read", " context=Database:1, r"
"Thread-4", "1393", "RW_Semaphore.java:125", "Field Read", " context=Database:1, s1"
"Thread-0", "1394", "RW_Semaphore.java:127", "Field Read", " context=Database:1, w"
"Thread-0", "1395", "RW_Semaphore.java:140", "Line Step", " file=RW_Semaphore.java, line=140"
"Thread-0", "1396", "RW_Semaphore.java:140", "Field Write", " context=Database:1, w=1"
"Thread-0", "1397", "RW_Semaphore.java:141", "Line Step", " file=RW_Semaphore.java, line=141"
"Thread-0", "1398", "RW_Semaphore.java:141", "Field Read", " context=Database:1, s1"
"Thread-0", "1399", "RW_Semaphore.java:144", "Line Step", " file=RW_Semaphore.java, line=144"
"Thread-1", "1400", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-0", "1401", "RW_Semaphore.java:144", "Method Exit", " returner=Database:1#request_write:6, value=<void>"
"Thread-1", "1402", "RW_Semaphore.java:134", "Field Read", " context=Database:1, ww"
"Thread-0", "1403", "RW_Semaphore.java:67", "Method Returned", " "
"Thread-0", "1404", "RW_Semaphore.java:68", "Line Step", " file=RW_Semaphore.java, line=68"
"Thread-1", "1405", "RW_Semaphore.java:134", "Field Write", " context=Database:1, ww=2"
"Thread-0", "1406", "RW_Semaphore.java:68", "Field Read", " context=Writer:1, d"
"Thread-1", "1407", "RW_Semaphore.java:135", "Line Step", " file=RW_Semaphore.java, line=135"
"Thread-0", "1408", "RW_Semaphore.java:68", "Field Read", " context=Writer:1, x"
"Thread-1", "1409", "RW_Semaphore.java:127", "Line Step", " file=RW_Semaphore.java, line=127"
"Thread-0", "1410", "RW_Semaphore.java:68", "Method Call", " caller=Writer:1#run:1, target=Database:1#write:6"
"Thread-0", "1411", "RW_Semaphore.java:165", "Method Entered", " "
"Thread-0", "1412", "RW_Semaphore.java:165", "Variable Write", " context=Database:1#write:6, x=1"
"Thread-0", "1413", "RW_Semaphore.java:166", "Line Step", " file=RW_Semaphore.java, line=166"
"Thread-1", "1414", "RW_Semaphore.java:127", "Field Read", " context=Database:1, r"
"Thread-0", "1415", "RW_Semaphore.java:166", "Field Read", " context=Database:1, data"
"Thread-1", "1416", "RW_Semaphore.java:127", "Field Read", " context=Database:1, w"
"Thread-0", "1417", "RW_Semaphore.java:166", "Field Write", " context=Database:1, data=11112"
"Thread-1", "1418", "RW_Semaphore.java:130", "Line Step", " file=RW_Semaphore.java, line=130"
"Thread-0", "1419", "RW_Semaphore.java:167", "Line Step", " file=RW_Semaphore.java, line=167"
"Thread-1", "1420", "RW_Semaphore.java:130", "Field Read", " context=Database:1, ww"
"Thread-0", "1421", "RW_Semaphore.java:167", "Method Exit", " returner=Database:1#write:6, value=<void>"
"Thread-1", "1422", "RW_Semaphore.java:130", "Field Write", " context=Database:1, ww=3"
"Thread-0", "1423", "RW_Semaphore.java:68", "Method Returned", " "
"Thread-0", "1424", "RW_Semaphore.java:70", "Line Step", " file=RW_Semaphore.java, line=70"
"Thread-1", "1425", "RW_Semaphore.java:131", "Line Step", " file=RW_Semaphore.java, line=131"
"Thread-1", "1426", "RW_Semaphore.java:131", "Field Read", " context=Database:1, s1"
"Thread-1", "1427", "RW_Semaphore.java:132", "Line Step", " file=RW_Semaphore.java, line=132"
"Thread-2", "1428", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-1", "1429", "RW_Semaphore.java:132", "Field Read", " context=Database:1, s3"
"Thread-2", "1430", "RW_Semaphore.java:134", "Field Read", " context=Database:1, ww"
"Thread-2", "1431", "RW_Semaphore.java:134", "Field Write", " context=Database:1, ww=2"
"Thread-2", "1432", "RW_Semaphore.java:135", "Line Step", " file=RW_Semaphore.java, line=135"
"Thread-2", "1433", "RW_Semaphore.java:127", "Line Step", " file=RW_Semaphore.java, line=127"
"Thread-2", "1434", "RW_Semaphore.java:127", "Field Read", " context=Database:1, r"
"Thread-2", "1435", "RW_Semaphore.java:127", "Field Read", " context=Database:1, w"
"Thread-2", "1436", "RW_Semaphore.java:130", "Line Step", " file=RW_Semaphore.java, line=130"
"Thread-2", "1437", "RW_Semaphore.java:130", "Field Read", " context=Database:1, ww"
"Thread-2", "1438", "RW_Semaphore.java:130", "Field Write", " context=Database:1, ww=3"
"Thread-2", "1439", "RW_Semaphore.java:131", "Line Step", " file=RW_Semaphore.java, line=131"
"Thread-2", "1440", "RW_Semaphore.java:131", "Field Read", " context=Database:1, s1"
"Thread-2", "1441", "RW_Semaphore.java:132", "Line Step", " file=RW_Semaphore.java, line=132"
"Thread-3", "1442", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-2", "1443", "RW_Semaphore.java:132", "Field Read", " context=Database:1, s3"
"Thread-3", "1444", "RW_Semaphore.java:134", "Field Read", " context=Database:1, ww"
"Thread-3", "1445", "RW_Semaphore.java:134", "Field Write", " context=Database:1, ww=2"
"Thread-3", "1446", "RW_Semaphore.java:135", "Line Step", " file=RW_Semaphore.java, line=135"
"Thread-3", "1447", "RW_Semaphore.java:127", "Line Step", " file=RW_Semaphore.java, line=127"
"Thread-3", "1448", "RW_Semaphore.java:127", "Field Read", " context=Database:1, r"
"Thread-3", "1449", "RW_Semaphore.java:127", "Field Read", " context=Database:1, w"
"Thread-3", "1450", "RW_Semaphore.java:130", "Line Step", " file=RW_Semaphore.java, line=130"
"Thread-3", "1451", "RW_Semaphore.java:130", "Field Read", " context=Database:1, ww"
"Thread-3", "1452", "RW_Semaphore.java:130", "Field Write", " context=Database:1, ww=3"
"Thread-0", "1453", "RW_Semaphore.java:71", "Line Step", " file=RW_Semaphore.java, line=71"
"Thread-3", "1454", "RW_Semaphore.java:131", "Line Step", " file=RW_Semaphore.java, line=131"
"Thread-0", "1455", "RW_Semaphore.java:73", "Line Step", " file=RW_Semaphore.java, line=73"
"Thread-3", "1456", "RW_Semaphore.java:131", "Field Read", " context=Database:1, s1"
"Thread-0", "1457", "RW_Semaphore.java:73", "Field Read", " context=Writer:1, d"
"Thread-3", "1458", "RW_Semaphore.java:132", "Line Step", " file=RW_Semaphore.java, line=132"
